Electrode_1,Electrode_2,Electrode_3,label
-2.76E-01,-2.76E-01,9.17E+00,1
-2.17E+02,-2.17E+02,7.01E+02,-1
1.11E+01,1.11E+01,-5.20E+01,-1
1.46E+00,1.46E+00,6.64E+00,0
-1.16E+01,-1.16E+01,-3.77E+00,1
-6.42E+01,-6.42E+01,1.03E+02,-1
9.72E+00,9.72E+00,2.43E+01,1
4.62E+00,4.62E+00,-3.22E+00,0
-1.34E+01,-1.34E+01,1.01E+00,0
-1.62E+01,-1.62E+01,-4.96E+01,-1
1.88E+00,1.88E+00,1.93E+02,-1
-3.76E+02,-3.76E+02,8.11E+02,-1
1.61E+01,1.61E+01,-2.63E+01,0
-5.49E+01,-5.49E+01,1.72E+02,-1
-1.99E+02,-1.99E+02,4.06E+02,-1
-6.63E+00,-6.63E+00,5.50E+00,1
-3.06E+01,-3.06E+01,-2.76E+01,1
-1.15E+02,-1.15E+02,1.76E+02,-1
-3.70E+02,-3.70E+02,7.44E+02,-1
2.07E+01,2.07E+01,2.23E+01,1
-5.09E+01,-5.09E+01,1.27E+01,0
-2.98E+01,-2.98E+01,-8.26E+00,1
-9.55E+01,-9.55E+01,2.30E+02,-1
-4.04E+01,-4.04E+01,1.27E+01,1
-1.76E+00,-1.76E+00,-8.53E+00,0
-5.51E+00,-5.51E+00,1.28E+01,0
-9.07E+01,-9.07E+01,1.85E+01,1
2.71E+01,2.71E+01,-8.39E+00,0
-3.30E+00,-3.30E+00,-4.96E+00,0
1.29E+01,1.29E+01,1.91E+01,0
-1.25E+02,-1.25E+02,2.39E+02,1
1.78E+01,1.78E+01,-2.25E+01,0
3.14E+01,3.14E+01,1.99E+01,-1
1.66E+02,1.66E+02,-4.02E+02,1
-2.03E+01,-2.03E+01,1.47E+01,0
-9.00E+01,-9.00E+01,8.25E+01,-1
-2.00E+01,-2.00E+01,-2.07E+00,0
3.83E+01,3.83E+01,-2.37E+01,0
-1.15E+02,-1.15E+02,1.04E+02,1
-4.41E+01,-4.41E+01,-3.19E+01,0
-2.26E+01,-2.26E+01,1.84E+02,-1
5.05E+00,5.05E+00,-5.40E+01,-1
-8.89E+01,-8.89E+01,1.99E+01,1
-2.75E+01,-2.75E+01,1.52E+01,0
-1.99E+01,-1.99E+01,1.53E+01,0
-1.56E+02,-1.56E+02,2.20E+02,-1
-1.18E+01,-1.18E+01,7.92E+01,1
-5.43E+01,-5.43E+01,-2.41E+01,1
-2.37E+01,-2.37E+01,5.07E+01,-1
1.12E+02,1.12E+02,-3.30E+02,1
8.63E+00,8.63E+00,1.08E+01,0
-2.63E+02,-2.63E+02,7.46E+02,-1
-2.38E+02,-2.38E+02,3.71E+02,-1
-4.11E+01,-4.11E+01,2.58E+02,-1
4.94E+01,4.94E+01,-1.28E+02,-1
-2.22E+01,-2.22E+01,3.91E+00,1
-3.35E+01,-3.35E+01,-1.00E+00,0
-1.03E+01,-1.03E+01,-5.09E+01,1
-1.20E+02,-1.20E+02,1.40E+01,1
1.35E+02,1.35E+02,1.52E+02,1
-2.22E+02,-2.22E+02,4.42E+02,-1
-7.05E+01,-7.05E+01,2.37E+02,-1
-3.18E+01,-3.18E+01,3.13E+01,1
2.29E+01,2.29E+01,-8.81E+01,-1
-2.48E+02,-2.48E+02,6.41E+02,1
-5.76E+01,-5.76E+01,2.04E+02,-1
-6.57E+00,-6.57E+00,1.01E+01,0
-5.51E+01,-5.51E+01,6.68E+01,-1
-2.61E+01,-2.61E+01,8.04E+01,1
4.46E-01,4.46E-01,2.56E+01,1
-9.15E+01,-9.15E+01,2.45E+01,0
-8.03E+01,-8.03E+01,1.27E+02,1
1.05E+01,1.05E+01,1.18E+01,1
-3.61E+01,-3.61E+01,4.67E+00,1
-1.42E+02,-1.42E+02,1.63E+02,-1
2.98E+01,2.98E+01,8.62E-01,1
-1.62E+02,-1.62E+02,5.55E+02,-1
-1.55E+01,-1.55E+01,-2.35E+01,-1
-2.29E+01,-2.29E+01,-8.15E-01,0
-8.54E+00,-8.54E+00,1.20E+01,0
4.58E+01,4.58E+01,-8.10E+01,-1
-1.68E+01,-1.68E+01,4.27E+01,1
-5.03E+01,-5.03E+01,6.94E+01,-1
-4.70E+01,-4.70E+01,8.93E+01,-1
1.67E+03,1.67E+03,4.19E+02,-1
-8.94E+01,-8.94E+01,1.69E+02,-1
-3.14E+01,-3.14E+01,1.21E+01,0
-1.82E+01,-1.82E+01,2.38E+02,1
-4.67E+00,-4.67E+00,-4.85E+00,0
2.30E+01,2.30E+01,-1.36E+01,0
-4.33E+01,-4.33E+01,-5.12E+00,1
-2.62E+02,-2.62E+02,5.68E+02,1
-1.46E+02,-1.46E+02,4.67E+02,-1
-6.76E+01,-6.76E+01,5.78E+00,1
-5.20E+01,-5.20E+01,4.87E+01,1
-1.95E+02,-1.95E+02,4.51E+02,-1
-2.39E+02,-2.39E+02,4.41E+02,-1
-1.73E+00,-1.73E+00,-2.15E+00,1
4.98E+01,4.98E+01,-4.42E+00,0
-1.39E+02,-1.39E+02,2.42E+02,-1
2.54E+01,2.54E+01,6.00E+00,1
-1.83E+02,-1.83E+02,4.04E+02,-1
-1.65E+01,-1.65E+01,-2.28E+01,1
-2.41E+02,-2.41E+02,5.33E+02,1
-2.43E+01,-2.43E+01,1.22E+01,0
-2.59E+01,-2.59E+01,2.95E+01,1
-3.22E+02,-3.22E+02,5.83E+02,-1
-2.17E+01,-2.17E+01,-5.61E+01,-1
-2.39E+02,-2.39E+02,5.04E+02,-1
-3.79E+02,-3.79E+02,7.64E+02,-1
2.80E+01,2.80E+01,9.11E+00,1
-3.96E+00,-3.96E+00,-1.11E+02,-1
-1.86E+02,-1.86E+02,3.97E+02,-1
1.96E+01,1.96E+01,1.19E+01,0
-3.60E+01,-3.60E+01,1.71E+01,0
1.17E+02,1.17E+02,-5.23E+01,0
-8.54E+01,-8.54E+01,3.55E+01,0
-2.43E+01,-2.43E+01,-9.63E+00,1
8.48E+01,8.48E+01,-1.48E+02,-1
-1.28E+02,-1.28E+02,2.71E+02,-1
-6.36E+01,-6.36E+01,-7.24E+00,1
-2.80E+02,-2.80E+02,7.55E+02,-1
-2.78E+01,-2.78E+01,1.31E+01,1
4.94E+01,4.94E+01,-7.63E+01,-1
-9.88E+01,-9.88E+01,-2.21E+01,1
-7.46E+00,-7.46E+00,4.86E+00,0
-1.34E+01,-1.34E+01,1.91E+01,1
-3.71E+01,-3.71E+01,3.73E+01,1
-3.30E+02,-3.30E+02,7.66E+02,1
1.25E+00,1.25E+00,-2.33E+01,0
-1.23E+02,-1.23E+02,2.07E+02,1
1.70E+02,1.70E+02,-5.05E+02,1
-3.81E+01,-3.81E+01,2.13E+01,0
-1.67E+02,-1.67E+02,2.35E+02,1
-4.68E+01,-4.68E+01,2.31E+01,-1
1.45E+00,1.45E+00,5.29E+01,-1
9.75E+01,9.75E+01,-2.72E+01,0
8.10E+01,8.10E+01,-1.13E+02,-1
-6.87E+01,-6.87E+01,4.22E+01,1
5.00E+01,5.00E+01,-8.11E+01,-1
-2.85E+02,-2.85E+02,5.37E+02,-1
-1.17E+01,-1.17E+01,2.72E+01,1
5.43E+01,5.43E+01,-4.43E+01,-1
3.17E+01,3.17E+01,1.12E+01,0
-5.32E+01,-5.32E+01,-9.61E+00,0
-1.23E+02,-1.23E+02,2.37E+02,-1
-8.47E+01,-8.47E+01,1.60E+02,-1
-5.12E+01,-5.12E+01,1.07E+02,1
1.95E+01,1.95E+01,-4.20E+01,1
-2.03E+02,-2.03E+02,4.05E+02,-1
-2.15E+02,-2.15E+02,3.25E+02,-1
-2.29E+01,-2.29E+01,4.94E+00,0
-1.54E+01,-1.54E+01,-1.83E+01,0
9.28E+01,9.28E+01,-3.68E+01,1
-3.52E+01,-3.52E+01,1.15E+01,0
-8.74E+00,-8.74E+00,2.66E+01,1
1.11E+01,1.11E+01,-1.50E+01,0
-1.33E+02,-1.33E+02,1.28E+02,-1
-9.87E+01,-9.87E+01,2.07E+01,0
-2.83E+01,-2.83E+01,-1.33E+01,0
-1.77E+02,-1.77E+02,2.71E+02,-1
3.90E-01,3.90E-01,-9.37E-01,0
3.44E+00,3.44E+00,-7.69E+01,-1
-1.74E+02,-1.74E+02,3.17E+02,-1
-1.31E+02,-1.31E+02,2.09E+02,-1
-4.75E+01,-4.75E+01,-4.46E+00,1
2.86E+01,2.86E+01,1.05E+01,1
-7.35E+01,-7.35E+01,1.79E+02,-1
-3.22E+01,-3.22E+01,5.06E+01,1
-2.87E+01,-2.87E+01,2.21E+00,0
4.93E+01,4.93E+01,-7.36E+01,-1
-9.49E+01,-9.49E+01,5.99E+01,1
-2.75E+01,-2.75E+01,-2.64E+01,1
-3.25E+00,-3.25E+00,1.62E+01,1
-2.92E+01,-2.92E+01,-1.13E+01,-1
4.84E+01,4.84E+01,-3.81E+01,0
2.13E+01,2.13E+01,3.65E+00,0
-2.75E+01,-2.75E+01,2.39E+01,0
4.68E+00,4.68E+00,6.14E+00,0
-1.99E+01,-1.99E+01,4.90E+01,1
-3.14E+01,-3.14E+01,-6.04E+01,1
-1.73E+02,-1.73E+02,4.09E+02,-1
1.18E+01,1.18E+01,1.53E+01,1
2.81E+01,2.81E+01,-2.06E+01,1
7.27E+01,7.27E+01,-6.08E+01,1
-5.33E+00,-5.33E+00,3.66E+01,-1
-4.53E+01,-4.53E+01,-1.34E+01,1
-8.11E+01,-8.11E+01,8.59E+00,1
-1.15E+02,-1.15E+02,1.46E+02,-1
1.22E+02,1.22E+02,-5.02E+01,-1
-1.90E+01,-1.90E+01,9.52E+00,0
-6.43E+00,-6.43E+00,-6.43E+00,0
-2.56E+02,-2.56E+02,5.68E+02,-1
-1.27E+01,-1.27E+01,-2.37E+01,1
2.14E+01,2.14E+01,9.35E+01,-1
-1.22E+02,-1.22E+02,2.51E+02,-1
2.64E+01,2.64E+01,-4.67E+00,0
-3.37E+01,-3.37E+01,-3.56E+00,0
-1.82E+00,-1.82E+00,1.73E+00,0
-1.98E+02,-1.98E+02,3.04E+02,-1
-2.35E+01,-2.35E+01,-1.46E+02,-1
-2.34E+01,-2.34E+01,-1.26E+01,0
-1.18E+02,-1.18E+02,1.89E+02,-1
-4.50E+01,-4.50E+01,5.49E+01,1
2.37E+00,2.37E+00,-5.20E+01,1
1.06E+02,1.06E+02,1.96E+01,1
-1.68E+02,-1.68E+02,3.88E+02,-1
3.72E+00,3.72E+00,-3.25E+01,-1
-1.81E+00,-1.81E+00,5.57E+00,0
-9.23E+00,-9.23E+00,1.90E+00,0
3.66E+01,3.66E+01,-9.08E+00,0
5.28E+01,5.28E+01,-4.75E+01,1
-4.13E+01,-4.13E+01,2.14E+00,0
-1.78E+02,-1.78E+02,2.64E+02,-1
-9.56E+01,-9.56E+01,1.12E+02,-1
-2.99E+01,-2.99E+01,5.34E+01,1
-2.58E+01,-2.58E+01,2.05E+01,1
4.72E+01,4.72E+01,3.04E+01,1
-2.81E+01,-2.81E+01,-2.96E+01,1
-6.89E+00,-6.89E+00,5.34E+01,1
-2.56E+01,-2.56E+01,3.30E+01,1
-1.55E+02,-1.55E+02,3.65E+02,-1
-1.34E+02,-1.34E+02,3.33E+02,-1
-3.08E+01,-3.08E+01,9.78E-01,0
-2.58E+02,-2.58E+02,4.80E+02,-1
5.78E+01,5.78E+01,-1.33E+01,0
4.96E+01,4.96E+01,-8.15E+01,1
-1.21E+02,-1.21E+02,2.78E+02,-1
-6.87E+01,-6.87E+01,1.37E+02,-1
-1.91E+02,-1.91E+02,3.30E+02,-1
-4.58E+01,-4.58E+01,-3.91E+01,0
-3.59E+02,-3.59E+02,7.51E+02,1
1.57E+01,1.57E+01,3.40E+00,1
-3.06E+01,-3.06E+01,1.39E+01,0
-1.33E+01,-1.33E+01,1.60E+01,0
-4.18E+02,-4.18E+02,8.74E+02,-1
5.10E+00,5.10E+00,-1.45E+02,-1
-4.53E+01,-4.53E+01,1.08E+01,1
-3.42E+02,-3.42E+02,8.88E+02,-1
6.73E+01,6.73E+01,-6.14E+00,1
-1.60E+02,-1.60E+02,3.71E+02,1
-2.54E+01,-2.54E+01,-1.46E+00,0
-1.04E+02,-1.04E+02,1.45E+02,-1
5.97E+01,5.97E+01,-1.08E+01,1
-1.64E+01,-1.64E+01,7.44E+01,-1
-8.88E+01,-8.88E+01,-1.56E+01,-1
1.01E+01,1.01E+01,-4.96E+00,0
-1.94E+01,-1.94E+01,2.00E+01,0
-8.97E+01,-8.97E+01,1.35E+02,-1
-1.98E+01,-1.98E+01,1.85E+01,1
-2.95E+02,-2.95E+02,6.24E+02,-1
-4.63E+01,-4.63E+01,8.26E+01,1
1.74E+01,1.74E+01,-2.29E+00,0
5.97E+01,5.97E+01,-3.63E+01,0
-2.55E+01,-2.55E+01,7.79E+01,1
-5.63E-01,-5.63E-01,9.26E+00,0
-3.41E+02,-3.41E+02,7.20E+02,-1
7.10E+01,7.10E+01,-2.96E+01,0
-1.66E+02,-1.66E+02,3.70E+02,1
-3.29E+01,-3.29E+01,5.94E+00,0
-8.15E+01,-8.15E+01,1.90E+01,1
5.13E+00,5.13E+00,1.02E+01,1
-2.91E+01,-2.91E+01,-4.86E+01,-1
-2.17E+01,-2.17E+01,-1.23E+01,0
-3.42E+01,-3.42E+01,2.82E+01,-1
2.05E+01,2.05E+01,-1.54E+00,0
2.09E+01,2.09E+01,-3.05E+01,0
3.65E+01,3.65E+01,4.19E+01,1
6.25E+00,6.25E+00,-5.97E+00,-1
-7.96E+00,-7.96E+00,2.01E+00,0
-1.79E+01,-1.79E+01,5.77E+00,0
3.91E+00,3.91E+00,1.01E+01,0
1.83E+01,1.83E+01,5.14E+01,-1
-1.92E+02,-1.92E+02,3.23E+02,-1
6.32E+00,6.32E+00,7.74E+00,0
3.62E+00,3.62E+00,9.24E+00,0
6.07E+00,6.07E+00,-6.26E+00,0
-1.62E+01,-1.62E+01,1.22E+01,0
2.11E+01,2.11E+01,-4.29E+00,0
-6.88E+01,-6.88E+01,2.77E+01,1
-2.45E+02,-2.45E+02,4.36E+02,-1
4.98E+01,4.98E+01,-2.63E+00,0
9.23E+01,9.23E+01,-3.06E+02,-1
-9.65E+01,-9.65E+01,1.75E+02,-1
1.02E+01,1.02E+01,-1.08E+02,-1
4.25E+01,4.25E+01,-1.25E+01,0
2.85E+01,2.85E+01,1.81E+00,0
-2.31E+02,-2.31E+02,4.30E+02,-1
6.95E+00,6.95E+00,3.14E+01,1
1.14E+01,1.14E+01,-4.22E+01,1
-2.08E+02,-2.08E+02,3.91E+02,-1
1.20E+01,1.20E+01,1.28E+01,0
6.75E+00,6.75E+00,8.56E-01,0
-8.44E+00,-8.44E+00,5.35E+01,0
-4.27E+01,-4.27E+01,5.07E+00,1
-1.55E+02,-1.55E+02,2.33E+02,-1
-1.64E+02,-1.64E+02,3.68E+02,-1
-1.15E+02,-1.15E+02,2.26E+02,-1
-4.59E+00,-4.59E+00,1.27E+00,0
-1.37E+02,-1.37E+02,8.54E+01,1
-1.57E+02,-1.57E+02,3.20E+02,-1
-4.13E+01,-4.13E+01,6.65E+01,1
5.69E+01,5.69E+01,-3.39E+01,-1
2.73E+01,2.73E+01,-2.82E+01,0
-5.48E+01,-5.48E+01,3.62E+01,1
1.32E+01,1.32E+01,-4.44E+00,0
6.84E+01,6.84E+01,-2.23E+02,1
-1.97E+02,-1.97E+02,3.48E+02,-1
-6.49E+00,-6.49E+00,-6.04E+01,1
-4.56E+01,-4.56E+01,-1.97E+01,1
2.95E+01,2.95E+01,-1.93E+01,0
-9.10E+00,-9.10E+00,3.34E+01,1
-6.44E+01,-6.44E+01,-1.66E+01,1
-3.02E+01,-3.02E+01,1.76E+00,0
-1.47E+02,-1.47E+02,2.51E+02,-1
-1.92E+01,-1.92E+01,-5.75E+00,1
-4.56E+01,-4.56E+01,1.27E+01,0
-7.17E+01,-7.17E+01,1.97E+02,1
-2.88E+02,-2.88E+02,7.81E+02,-1
-3.78E+01,-3.78E+01,2.12E+01,0
-3.26E+02,-3.26E+02,6.57E+02,-1
8.95E+01,8.95E+01,-3.01E+01,0
4.39E+01,4.39E+01,-6.86E+01,1
-2.31E+02,-2.31E+02,5.16E+02,-1
-2.19E+02,-2.19E+02,4.85E+02,-1
-6.74E+01,-6.74E+01,1.90E+02,1
-5.17E+01,-5.17E+01,1.60E+01,1
1.01E+01,1.01E+01,-6.50E-01,1
-1.33E+01,-1.33E+01,-1.51E+01,-1
-4.24E+01,-4.24E+01,-1.96E+01,1
-5.54E+01,-5.54E+01,1.61E+01,0
1.99E+01,1.99E+01,-1.60E+01,0
-2.30E+02,-2.30E+02,5.40E+02,1
9.72E+00,9.72E+00,-6.58E+00,0
2.78E+01,2.78E+01,-8.05E+00,0
-1.83E+02,-1.83E+02,4.14E+02,-1
-8.14E+01,-8.14E+01,2.45E+02,-1
-1.14E+02,-1.14E+02,1.56E+02,-1
-6.94E+01,-6.94E+01,1.54E+02,-1
-2.67E+02,-2.67E+02,7.74E+02,-1
5.55E+00,5.55E+00,1.49E+01,0
-9.65E+01,-9.65E+01,1.95E+02,1
-2.70E+01,-2.70E+01,9.81E+00,0
2.89E+01,2.89E+01,2.57E+01,1
-6.54E+00,-6.54E+00,2.36E+01,-1
-6.18E+01,-6.18E+01,2.03E+02,-1
-1.12E+02,-1.12E+02,1.32E+02,1
5.24E+00,5.24E+00,7.05E+00,0
2.58E+01,2.58E+01,-1.42E+02,-1
6.60E+01,6.60E+01,-9.75E+01,-1
-6.41E+00,-6.41E+00,-6.67E+00,0
3.53E+01,3.53E+01,-2.13E+02,-1
-3.72E-01,-3.72E-01,-1.78E+01,1
-9.02E+01,-9.02E+01,2.31E+02,-1
-1.65E+02,-1.65E+02,2.10E+02,-1
-2.75E+01,-2.75E+01,9.35E+00,0
-1.96E+02,-1.96E+02,4.04E+02,-1
3.05E+01,3.05E+01,-1.30E+01,0
-3.04E+01,-3.04E+01,2.46E+01,0
-2.17E+01,-2.17E+01,2.58E+00,1
-4.16E+01,-4.16E+01,9.04E+00,0
2.58E+01,2.58E+01,-3.02E+00,0
3.63E+01,3.63E+01,-8.94E+00,0
1.73E+01,1.73E+01,5.36E-01,0
1.98E+01,1.98E+01,1.44E+01,0
3.70E+01,3.70E+01,1.05E+01,1
8.34E+00,8.34E+00,-1.32E+01,0
3.55E+01,3.55E+01,-4.30E+01,-1
-1.64E+02,-1.64E+02,1.86E+02,-1
-4.27E+01,-4.27E+01,3.25E+01,0
-4.64E+01,-4.64E+01,-3.11E+00,1
1.06E+01,1.06E+01,-2.64E+01,1
-2.26E+02,-2.26E+02,4.97E+02,-1
-4.46E+00,-4.46E+00,-1.58E+01,0
3.16E+01,3.16E+01,-1.65E+01,0
1.13E+02,1.13E+02,-1.57E+01,1
-1.00E+02,-1.00E+02,6.68E+00,1
-2.62E+01,-2.62E+01,5.26E+01,1
-2.30E+01,-2.30E+01,4.11E+01,1
-1.16E+02,-1.16E+02,3.53E+02,-1
1.03E+01,1.03E+01,-1.03E+01,0
1.65E+01,1.65E+01,-5.03E+00,0
2.55E+01,2.55E+01,-1.06E+01,0
1.79E+01,1.79E+01,4.49E+01,1
-6.68E+01,-6.68E+01,-1.46E+00,1
3.02E+01,3.02E+01,-5.78E+01,1
-1.35E+02,-1.35E+02,2.15E+02,-1
7.94E+01,7.94E+01,-1.49E+02,-1
-4.18E+01,-4.18E+01,9.36E+00,-1
-2.62E+02,-2.62E+02,5.06E+02,-1
-4.91E+01,-4.91E+01,-1.09E+01,1
-7.25E+00,-7.25E+00,1.08E+01,0
-3.07E-01,-3.07E-01,3.16E+00,0
1.88E+01,1.88E+01,9.40E+01,-1
-3.16E+01,-3.16E+01,2.90E+00,0
2.38E+01,2.38E+01,-2.65E+01,0
-2.27E+02,-2.27E+02,3.22E+02,-1
-1.93E+02,-1.93E+02,3.55E+02,-1
-5.10E+01,-5.10E+01,-1.31E+01,1
-2.09E+02,-2.09E+02,3.36E+02,-1
-1.59E+02,-1.59E+02,1.74E+02,-1
3.34E+01,3.34E+01,-2.89E+01,0
2.87E+01,2.87E+01,-1.04E+02,1
8.48E+01,8.48E+01,-5.92E+00,0
-3.32E+02,-3.32E+02,8.29E+02,-1
2.09E+01,2.09E+01,-1.04E+01,0
-2.23E+01,-2.23E+01,-7.80E+00,0
-2.09E+01,-2.09E+01,5.11E+01,-1
3.69E+01,3.69E+01,-3.23E+00,0
2.87E+00,2.87E+00,2.66E+01,0
-3.88E+01,-3.88E+01,-1.71E+01,1
-4.15E+01,-4.15E+01,4.37E+01,1
-4.23E+01,-4.23E+01,1.06E+02,-1
-2.25E+01,-2.25E+01,1.07E+01,1
4.62E+01,4.62E+01,6.80E+00,0
3.57E+01,3.57E+01,-2.96E+01,0
3.13E+01,3.13E+01,-5.64E+00,1
-3.67E+01,-3.67E+01,6.34E+00,1
2.71E+01,2.71E+01,9.98E+00,0
-1.25E+02,-1.25E+02,5.09E+02,-1
-3.14E+01,-3.14E+01,6.13E+01,-1
-2.84E+02,-2.84E+02,5.30E+02,-1
-3.91E+01,-3.91E+01,1.47E+02,1
-1.18E+01,-1.18E+01,9.72E+00,0
9.22E+00,9.22E+00,1.63E+01,1
-1.94E+01,-1.94E+01,3.99E+00,0
6.49E+01,6.49E+01,-2.46E+00,0
-1.59E+01,-1.59E+01,4.28E+00,0
1.62E+01,1.62E+01,-1.62E+02,-1
-2.96E+02,-2.96E+02,4.32E+02,-1
-2.43E+02,-2.43E+02,4.15E+02,-1
-9.06E+01,-9.06E+01,1.93E+02,-1
-5.15E+01,-5.15E+01,1.24E+02,1
-1.33E+01,-1.33E+01,-1.41E+01,1
-2.03E+00,-2.03E+00,3.57E+00,0
-1.61E+02,-1.61E+02,4.31E+02,1
-1.92E+01,-1.92E+01,-5.60E+00,0
2.67E+01,2.67E+01,1.85E+01,1
-1.07E+01,-1.07E+01,4.51E+01,1
2.98E+01,2.98E+01,-1.77E+02,-1
-4.70E+01,-4.70E+01,2.77E+01,1
-4.90E+01,-4.90E+01,4.52E+01,1
3.60E+01,3.60E+01,-2.89E+01,1
-2.56E+00,-2.56E+00,2.79E+00,0
-5.04E+01,-5.04E+01,3.25E+01,1
-3.53E+01,-3.53E+01,4.19E+01,-1
-8.26E+00,-8.26E+00,-8.58E+00,0
3.08E+00,3.08E+00,-5.48E-01,0
2.75E+01,2.75E+01,5.98E+00,1
7.62E+00,7.62E+00,1.67E+01,-1
7.67E+01,7.67E+01,3.40E+01,1
-2.57E+00,-2.57E+00,-1.93E+00,0
-1.95E+01,-1.95E+01,-1.90E+01,0
3.27E+01,3.27E+01,-9.89E+01,-1
-4.88E+01,-4.88E+01,7.04E+00,0
-1.13E+01,-1.13E+01,3.26E+01,1
4.72E+01,4.72E+01,-1.99E+01,0
-5.98E+01,-5.98E+01,1.42E+02,1
-1.05E+01,-1.05E+01,-1.69E+02,-1
-2.71E+02,-2.71E+02,5.52E+02,-1
2.28E+01,2.28E+01,-6.71E+00,0
